GameID,Season,Week,Team,TeamID,Location,Opponent,OpponentID,Win,PTS,PTS_Opp,Diff,VAL,T2M,T2A,T2%,T3M,T3A,T3%,FTM,FTA,FT%,FGM,FGA,FG%,ORB,DRB,TRB,AST,STL,TOV,BLK,PF,PF_R,Game_Poss,Team_Poss,ORTG,DRTG,NET_RTG,PPP,PPS,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,%FGM_Ast,TOV%,AST/TO,AST_Ratio
104459,2025,Jornada 1,UNI,4384,HOME,SBB,4389,1,86,68,18,96,25,43,58.1,7,18,38.9,15,22,68.2,32,61,52.5,10,25,35,26,7,16,0,25,22,76.0,76.7,113.2,89.5,23.7,1.12,1.41,60.8,58.2,29.5,36.1,33.3,75.8,55.6,81.2,18.5,1.62,33.9
104459,2025,Jornada 1,SBB,4389,AWAY,UNI,4384,0,68,86,-18,64,16,33,48.5,6,23,26.1,18,28,64.3,22,56,39.3,8,20,28,13,8,15,3,22,25,76.0,75.3,89.5,113.2,-23.7,0.9,1.21,49.8,44.6,41.1,50.0,24.2,66.7,44.4,59.1,18.0,0.87,17.3
104460,2025,Jornada 1,BUR,4402,HOME,GIR,4399,1,97,79,18,109,23,38,60.5,8,33,24.2,27,34,79.4,31,71,43.7,12,29,41,15,15,15,3,26,27,90.2,89.0,107.5,87.5,19.9,1.09,1.37,56.4,49.3,46.5,47.9,33.3,80.6,56.9,48.4,14.9,1.0,16.9
104460,2025,Jornada 1,GIR,4399,AWAY,BUR,4402,0,79,97,-18,70,20,36,55.6,5,30,16.7,24,33,72.7,25,66,37.9,7,24,31,23,10,18,1,28,25,90.2,91.5,87.5,107.5,-19.9,0.86,1.2,49.1,41.7,45.5,50.0,19.4,66.7,43.1,92.0,18.3,1.28,25.1
104461,2025,Jornada 1,TEN,4391,HOME,MAN,4396,1,104,93,11,123,23,42,54.8,11,27,40.7,25,28,89.3,34,69,49.3,13,23,36,16,10,12,1,18,26,82.1,80.3,126.6,113.2,13.4,1.29,1.51,63.9,57.2,39.1,40.6,40.6,76.7,58.1,47.1,12.9,1.33,19.9
104461,2025,Jornada 1,MAN,4396,AWAY,TEN,4391,0,93,104,-11,88,28,50,56.0,7,19,36.8,16,18,88.9,35,69,50.7,7,19,26,23,4,14,2,26,17,82.1,83.9,113.2,126.6,-13.4,1.11,1.35,60.5,55.8,27.5,26.1,23.3,59.4,41.9,65.7,15.4,1.64,27.4
104462,2025,Jornada 1,LLE,4387,HOME,BRE,4395,1,87,68,19,110,27,43,62.8,8,27,29.6,9,19,47.4,35,70,50.0,14,33,47,27,8,11,5,22,19,77.2,75.4,112.6,88.0,24.6,1.15,1.24,55.5,55.7,38.6,27.1,43.8,76.7,62.7,77.1,12.3,2.45,35.8
104462,2025,Jornada 1,BRE,4395,AWAY,LLE,4387,0,68,87,-19,56,14,35,40.0,8,32,25.0,16,23,69.6,22,67,32.8,10,18,28,17,3,12,6,19,22,77.2,79.1,88.0,112.6,-24.6,0.86,1.01,44.1,38.8,47.8,34.3,23.3,56.2,37.3,77.3,13.5,1.42,21.5
104463,2025,Jornada 1,COV,4401,HOME,JOV,4394,0,75,87,-12,65,22,40,55.0,4,18,22.2,19,31,61.3,26,58,44.8,7,24,31,12,3,11,2,20,22,74.2,75.6,101.1,117.2,-16.2,0.99,1.29,52.3,48.3,31.0,53.4,22.6,66.7,46.3,46.2,13.3,1.09,15.9
104463,2025,Jornada 1,JOV,4394,AWAY,COV,4401,1,87,75,12,103,29,46,63.0,4,26,15.4,17,20,85.0,33,72,45.8,12,24,36,18,8,4,5,23,20,74.2,72.8,117.2,101.1,16.2,1.2,1.21,53.8,48.6,36.1,27.8,33.3,77.4,53.7,54.5,4.7,4.5,24.7
104464,2025,Jornada 1,RMB,4388,HOME,GCA,4390,1,81,71,10,85,15,31,48.4,14,30,46.7,9,14,64.3,29,61,47.5,6,21,27,22,6,11,4,21,18,72.2,72.2,112.3,98.4,13.9,1.12,1.33,60.3,59.0,49.2,23.0,20.7,77.8,48.2,75.9,14.1,2.0,30.5
104464,2025,Jornada 1,GCA,4390,AWAY,RMB,4388,0,71,81,-10,76,17,30,56.7,9,27,33.3,10,14,71.4,26,57,45.6,6,23,29,16,7,15,4,18,21,72.2,72.2,98.4,112.3,-13.9,0.98,1.25,56.2,53.5,47.4,24.6,22.2,79.3,51.8,61.5,19.2,1.07,22.2
104465,2025,Jornada 1,CAZ,4392,HOME,BKN,4398,1,107,88,19,120,34,54,63.0,8,26,30.8,15,22,68.2,42,80,52.5,14,27,41,24,8,13,1,23,24,87.2,88.7,122.7,100.9,21.8,1.21,1.34,59.7,57.5,32.5,27.5,35.9,65.9,51.2,57.1,12.7,1.85,27.1
104465,2025,Jornada 1,BKN,4398,AWAY,CAZ,4392,0,88,107,-19,88,26,42,61.9,4,28,14.3,24,29,82.8,30,70,42.9,14,25,39,15,8,17,4,25,22,87.2,85.8,100.9,122.7,-21.8,1.03,1.26,53.2,45.7,40.0,41.4,34.1,64.1,48.8,50.0,17.0,0.88,17.5
104466,2025,Jornada 1,UCM,4393,HOME,MBA,4385,1,95,64,31,115,18,33,54.5,14,33,42.4,17,18,94.4,32,66,48.5,13,26,39,30,9,14,0,22,15,74.0,74.9,128.3,86.5,41.9,1.27,1.44,64.3,59.1,50.0,27.3,50.0,72.2,62.9,93.8,15.9,2.14,40.0
104466,2025,Jornada 1,MBA,4385,AWAY,UCM,4393,0,64,95,-31,59,16,39,41.0,5,21,23.8,17,23,73.9,21,60,35.0,10,13,23,16,6,13,2,15,21,74.0,73.1,86.5,128.3,-41.9,0.88,1.07,45.6,39.2,35.0,38.3,27.8,50.0,37.1,76.2,15.6,1.23,21.9
104467,2025,Jornada 1,VBC,4397,HOME,BAR,4386,1,93,81,12,111,17,32,53.1,12,25,48.0,23,28,82.1,29,57,50.9,8,25,33,24,6,13,2,19,20,75.8,74.3,122.7,106.9,15.8,1.25,1.63,67.1,61.4,43.9,49.1,30.8,62.5,50.0,82.8,15.8,1.85,32.3
104467,2025,Jornada 1,BAR,4386,AWAY,VBC,4397,0,81,93,-12,79,23,41,56.1,9,35,25.7,8,12,66.7,32,76,42.1,15,18,33,16,8,11,3,20,19,75.8,77.3,106.9,122.7,-15.8,1.05,1.07,49.8,48.0,46.1,15.8,37.5,69.2,50.0,50.0,11.9,1.45,20.7
104468,2025,Jornada 2,GIR,4399,HOME,UCM,4393,0,71,93,-22,62,15,31,48.4,8,36,22.2,17,21,81.0,23,67,34.3,11,25,36,16,2,12,0,24,22,76.7,77.2,92.6,121.3,-28.7,0.92,1.06,46.6,40.3,53.7,31.3,29.7,67.6,48.6,69.6,13.6,1.33,20.7
104468,2025,Jornada 2,UCM,4393,AWAY,GIR,4399,1,93,71,22,98,16,30,53.3,11,36,30.6,28,32,87.5,27,66,40.9,12,26,38,9,7,8,1,22,23,76.7,76.1,121.3,92.6,28.7,1.22,1.41,58.1,49.2,54.5,48.5,32.4,70.3,51.4,33.3,9.1,1.12,11.8
104469,2025,Jornada 2,MBA,4385,HOME,TEN,4391,0,64,96,-32,45,14,32,43.8,8,27,29.6,12,19,63.2,22,59,37.3,14,23,37,9,5,19,1,23,16,72.2,72.4,88.7,133.0,-44.3,0.88,1.08,47.5,44.1,45.8,32.2,37.8,82.1,56.9,40.9,22.0,0.47,12.4
104469,2025,Jornada 2,TEN,4391,AWAY,MBA,4385,1,96,64,32,122,17,27,63.0,13,32,40.6,23,25,92.0,30,59,50.8,5,23,28,20,9,7,1,16,23,72.2,72.0,133.0,88.7,44.3,1.33,1.63,68.6,61.9,54.2,42.4,17.9,62.2,43.1,66.7,9.1,2.86,27.8
104470,2025,Jornada 2,GCA,4390,HOME,UNI,4384,0,72,81,-9,75,12,23,52.2,10,30,33.3,18,30,60.0,22,53,41.5,6,27,33,19,3,11,2,23,24,71.4,71.2,100.9,113.5,-12.6,1.01,1.36,54.4,50.9,56.6,56.6,20.7,81.8,53.2,86.4,14.2,1.73,26.7
104470,2025,Jornada 2,UNI,4384,AWAY,GCA,4390,1,81,72,9,89,16,32,50.0,9,29,31.0,22,24,91.7,25,61,41.0,6,23,29,17,7,6,3,24,22,71.4,71.6,113.5,100.9,12.6,1.13,1.33,56.6,48.4,47.5,39.3,18.2,79.3,46.8,68.0,7.7,2.83,23.8
104471,2025,Jornada 2,MAN,4396,HOME,COV,4401,1,83,68,15,92,22,46,47.8,8,24,33.3,15,19,78.9,30,70,42.9,10,26,36,19,2,10,7,20,20,80.4,78.4,103.2,84.6,18.7,1.06,1.19,53.0,48.6,34.3,27.1,24.4,63.4,43.9,63.3,11.3,1.9,24.2
104471,2025,Jornada 2,COV,4401,AWAY,MAN,4396,0,68,83,-15,54,19,52,36.5,6,25,24.0,12,17,70.6,25,77,32.5,15,31,46,10,6,13,1,20,20,80.4,82.5,84.6,103.2,-18.7,0.82,0.88,40.2,36.4,32.5,22.1,36.6,75.6,56.1,40.0,13.3,0.77,12.1
104472,2025,Jornada 2,JOV,4394,HOME,CAZ,4392,1,89,86,3,91,29,48,60.4,7,24,29.2,10,16,62.5,36,72,50.0,11,23,34,18,5,7,4,25,18,75.9,75.0,117.3,113.3,4.0,1.19,1.24,56.3,54.9,33.3,22.2,31.4,63.9,47.9,50.0,8.1,2.57,24.0
104472,2025,Jornada 2,CAZ,4392,AWAY,JOV,4394,0,86,89,-3,97,18,41,43.9,9,28,32.1,23,29,79.3,27,69,39.1,13,24,37,19,4,8,4,18,24,75.9,76.8,113.3,117.3,-4.0,1.12,1.25,52.6,45.7,40.6,42.0,36.1,68.6,52.1,70.4,8.9,2.38,24.8
104473,2025,Jornada 2,BAR,4386,HOME,LLE,4387,0,86,91,-5,87,21,42,50.0,8,25,32.0,20,28,71.4,29,67,43.3,9,23,32,16,9,12,4,23,26,80.7,82.3,106.6,112.8,-6.2,1.04,1.28,54.2,49.3,37.3,41.8,24.3,76.7,47.8,55.2,13.1,1.33,19.4
104473,2025,Jornada 2,LLE,4387,AWAY,BAR,4386,1,91,86,5,96,22,39,56.4,9,20,45.0,20,25,80.0,31,59,52.5,7,28,35,15,7,16,5,26,22,80.7,79.0,112.8,106.6,6.2,1.15,1.54,65.0,60.2,33.9,42.4,23.3,75.7,52.2,48.4,18.6,0.94,19.0
104474,2025,Jornada 2,BRE,4395,HOME,VBC,4397,0,90,113,-23,79,13,37,35.1,15,33,45.5,19,27,70.4,28,70,40.0,13,16,29,17,5,15,3,21,26,81.5,83.9,110.4,138.7,-28.2,1.07,1.29,55.0,50.7,47.1,38.6,38.2,48.5,43.3,60.7,15.5,1.13,20.3
104474,2025,Jornada 2,VBC,4397,AWAY,BRE,4395,1,113,90,23,131,19,33,57.6,19,39,48.7,18,23,78.3,38,72,52.8,17,21,38,28,8,14,5,26,21,81.5,79.1,138.7,110.4,28.2,1.43,1.57,68.8,66.0,54.2,31.9,51.5,61.8,56.7,73.7,14.6,2.0,35.4
104475,2025,Jornada 2,SBB,4389,HOME,BUR,4402,1,95,85,10,94,23,37,62.2,6,29,20.7,31,44,70.5,29,66,43.9,10,28,38,18,5,14,2,27,28,89.5,89.4,106.1,95.0,11.2,1.06,1.44,55.6,48.5,43.9,66.7,31.2,71.8,53.5,62.1,14.1,1.29,20.1
104475,2025,Jornada 2,BUR,4402,AWAY,SBB,4389,0,85,95,-10,73,21,45,46.7,6,29,20.7,25,31,80.6,27,74,36.5,11,22,33,18,8,13,1,30,26,89.5,89.6,95.0,106.1,-11.2,0.95,1.15,48.5,40.5,39.2,41.9,28.2,68.8,46.5,66.7,12.9,1.38,20.1
104476,2025,Jornada 2,BKN,4398,HOME,RMB,4388,1,105,100,5,116,23,34,67.6,9,25,36.0,32,34,94.1,32,59,54.2,5,19,24,19,11,12,0,24,24,81.6,81.0,128.6,122.5,6.1,1.3,1.78,71.0,61.9,42.4,57.6,21.7,65.5,46.2,59.4,14.0,1.58,23.5
104476,2025,Jornada 2,RMB,4388,AWAY,BKN,4398,0,100,105,-5,105,22,37,59.5,10,29,34.5,26,28,92.9,32,66,48.5,10,18,28,19,9,14,2,25,22,81.6,82.3,122.5,128.6,-6.1,1.21,1.52,63.8,56.1,43.9,42.4,34.5,78.3,53.8,59.4,15.2,1.36,23.1
104480,2025,Jornada 3,MBA,4385,HOME,GIR,4399,1,115,113,2,129,11,32,34.4,19,42,45.2,36,44,81.8,30,74,40.5,13,27,40,25,14,16,1,31,35,99.5,96.4,115.5,113.5,2.0,1.19,1.55,61.6,53.4,56.8,59.5,29.5,69.2,48.2,83.3,14.6,1.56,25.9
104480,2025,Jornada 3,GIR,4399,AWAY,MBA,4385,0,113,115,-2,112,27,40,67.5,12,39,30.8,23,38,60.5,39,79,49.4,12,31,43,28,5,19,2,35,31,99.5,102.7,113.5,115.5,-2.0,1.1,1.43,59.0,57.0,49.4,48.1,30.8,70.5,51.8,71.8,16.6,1.47,27.3
104481,2025,Jornada 3,JOV,4394,HOME,SBB,4389,1,101,69,32,123,24,42,57.1,12,25,48.0,17,23,73.9,36,67,53.7,8,25,33,30,6,8,3,22,19,76.6,77.1,131.9,90.1,41.8,1.31,1.51,65.5,62.7,37.3,34.3,26.7,78.1,53.2,83.3,9.4,3.75,38.9
104481,2025,Jornada 3,SBB,4389,AWAY,JOV,4394,0,69,101,-32,62,12,32,37.5,8,25,32.0,21,32,65.6,20,57,35.1,7,22,29,18,5,12,2,21,22,76.6,76.1,90.1,131.9,-41.8,0.91,1.21,48.5,42.1,43.9,56.1,21.9,73.3,46.8,90.0,14.4,1.5,23.7
104482,2025,Jornada 3,RMB,4388,HOME,BUR,4402,1,90,80,10,103,21,35,60.0,8,30,26.7,24,26,92.3,29,65,44.6,12,21,33,17,10,15,3,19,23,79.6,79.4,113.0,100.5,12.6,1.13,1.38,58.9,50.8,46.2,40.0,33.3,65.6,48.5,58.6,16.4,1.13,21.4
104482,2025,Jornada 3,BUR,4402,AWAY,RMB,4388,0,80,90,-10,81,25,43,58.1,5,20,25.0,15,20,75.0,30,63,47.6,11,24,35,18,11,19,1,23,19,79.6,79.8,100.5,113.0,-12.6,1.0,1.27,55.7,51.6,31.7,31.7,34.4,66.7,51.5,60.0,20.9,0.95,22.6
104483,2025,Jornada 3,LLE,4387,HOME,VBC,4397,0,78,99,-21,56,21,42,50.0,7,24,29.2,15,23,65.2,28,66,42.4,11,17,28,13,7,16,0,28,20,81.0,81.1,96.3,122.3,-25.9,0.96,1.18,51.2,47.7,36.4,34.8,30.6,56.7,42.4,46.4,17.4,0.81,16.0
104483,2025,Jornada 3,VBC,4397,AWAY,LLE,4387,1,99,78,21,113,18,31,58.1,12,32,37.5,27,36,75.0,30,63,47.6,13,25,38,17,8,15,0,20,28,81.0,80.8,122.3,96.3,25.9,1.22,1.57,62.8,57.1,50.8,57.1,43.3,69.4,57.6,56.7,16.0,1.13,21.0
104484,2025,Jornada 3,COV,4401,HOME,BKN,4398,0,80,83,-3,80,18,34,52.9,7,23,30.4,23,27,85.2,25,57,43.9,8,17,25,12,5,8,3,18,21,70.7,68.9,113.1,117.3,-4.2,1.16,1.4,58.1,50.0,40.4,47.4,25.8,73.9,46.3,48.0,10.4,1.5,17.4
104484,2025,Jornada 3,BKN,4398,AWAY,COV,4401,1,83,80,3,84,22,37,59.5,10,25,40.0,9,15,60.0,32,62,51.6,6,23,29,16,3,10,5,21,18,70.7,72.6,117.3,113.1,4.2,1.14,1.34,60.5,59.7,40.3,24.2,26.1,74.2,53.7,50.0,12.7,1.6,22.0
104485,2025,Jornada 3,UNI,4384,HOME,BAR,4386,0,77,83,-6,69,23,40,57.5,5,33,15.2,16,20,80.0,28,73,38.4,15,23,38,11,11,10,1,28,20,76.7,76.8,100.4,108.3,-7.8,1.0,1.05,47.1,41.8,45.2,27.4,34.9,76.7,52.1,39.3,10.9,1.1,14.3
104485,2025,Jornada 3,BAR,4386,AWAY,UNI,4384,1,83,77,6,95,18,34,52.9,7,21,33.3,26,33,78.8,25,55,45.5,7,28,35,12,8,14,2,21,28,76.7,76.5,108.3,100.4,7.8,1.08,1.51,59.7,51.8,38.2,60.0,23.3,65.1,47.9,48.0,16.8,0.86,15.7
104477,2025,Jornada 3,MAN,4396,HOME,GCA,4390,0,80,87,-7,69,14,30,46.7,12,30,40.0,16,19,84.2,26,60,43.3,5,22,27,14,4,14,1,21,20,76.0,77.4,105.2,114.4,-9.2,1.03,1.33,58.5,53.3,50.0,31.7,17.9,81.5,49.1,53.8,17.0,1.0,18.1
104477,2025,Jornada 3,GCA,4390,AWAY,MAN,4396,1,87,80,7,97,19,32,59.4,12,26,46.2,13,22,59.1,31,58,53.4,5,23,28,16,8,12,6,20,21,76.0,74.7,114.4,105.2,9.2,1.16,1.5,64.3,63.8,44.8,37.9,18.5,82.1,50.9,51.6,15.1,1.33,21.4
104478,2025,Jornada 3,TEN,4391,HOME,UCM,4393,1,96,80,16,119,27,43,62.8,9,16,56.2,15,17,88.2,36,59,61.0,7,23,30,19,5,10,1,19,22,69.6,69.5,137.9,114.9,23.0,1.38,1.63,72.2,68.6,27.1,28.8,31.8,71.9,55.6,52.8,13.1,1.9,27.3
104478,2025,Jornada 3,UCM,4393,AWAY,TEN,4391,0,80,96,-16,73,26,39,66.7,4,22,18.2,16,20,80.0,30,61,49.2,9,15,24,9,8,9,0,22,19,69.6,69.8,114.9,137.9,-23.0,1.15,1.31,57.3,52.5,36.1,32.8,28.1,68.2,44.4,30.0,11.4,1.0,12.9
104479,2025,Jornada 3,CAZ,4392,HOME,BRE,4395,0,84,88,-4,91,23,38,60.5,5,25,20.0,23,33,69.7,28,63,44.4,10,25,35,16,13,21,5,20,27,86.6,88.5,97.0,101.6,-4.6,0.95,1.33,54.2,48.4,39.7,52.4,27.8,75.8,50.7,57.1,21.3,0.76,18.1
104479,2025,Jornada 3,BRE,4395,AWAY,CAZ,4392,1,88,84,4,88,23,40,57.5,9,26,34.6,15,22,68.2,32,66,48.5,8,26,34,19,14,17,3,27,20,86.6,84.7,101.6,97.0,4.6,1.04,1.33,58.1,55.3,39.4,33.3,24.2,72.2,49.3,59.4,18.3,1.12,22.4
104486,2025,Jornada 4,LLE,4387,HOME,COV,4401,1,99,90,9,114,17,34,50.0,12,26,46.2,29,36,80.6,29,60,48.3,8,27,35,19,5,8,4,28,29,76.9,75.8,128.7,117.0,11.7,1.31,1.65,65.3,58.3,43.3,60.0,25.8,67.5,49.3,65.5,9.5,2.38,25.1
104486,2025,Jornada 4,COV,4401,AWAY,LLE,4387,0,90,99,-9,88,14,36,38.9,10,29,34.5,32,41,78.0,24,65,36.9,13,23,36,15,7,8,3,29,28,76.9,78.0,117.0,128.7,-11.7,1.15,1.38,54.2,44.6,44.6,63.1,32.5,74.2,50.7,62.5,8.8,1.88,19.2
104487,2025,Jornada 4,BAR,4386,HOME,BRE,4395,1,100,85,15,109,24,32,75.0,13,31,41.9,13,19,68.4,37,63,58.7,11,20,31,17,4,14,5,22,20,74.4,74.4,134.5,114.3,20.2,1.34,1.59,70.1,69.0,49.2,30.2,44.0,69.0,57.4,45.9,16.4,1.21,22.9
104487,2025,Jornada 4,BRE,4395,AWAY,BAR,4386,0,85,100,-15,78,20,33,60.6,10,32,31.2,15,19,78.9,30,65,46.2,9,14,23,14,8,10,0,20,21,74.4,74.4,114.3,134.5,-20.2,1.14,1.31,57.9,53.8,49.2,29.2,31.0,56.0,42.6,46.7,12.0,1.4,18.8
104488,2025,Jornada 4,TEN,4391,HOME,UNI,4384,1,95,79,16,111,16,30,53.3,14,28,50.0,21,25,84.0,30,58,51.7,5,20,25,24,4,5,0,22,24,67.8,69.0,140.2,116.6,23.6,1.38,1.64,68.8,63.8,48.3,43.1,20.8,57.1,42.4,80.0,6.8,4.8,34.8
104488,2025,Jornada 4,UNI,4384,AWAY,TEN,4391,0,79,95,-16,84,19,40,47.5,8,21,38.1,17,24,70.8,27,61,44.3,15,19,34,18,4,10,2,24,22,67.8,66.6,116.6,140.2,-23.6,1.19,1.3,55.2,50.8,34.4,39.3,42.9,79.2,57.6,66.7,12.3,1.8,27.0
104489,2025,Jornada 4,BUR,4402,HOME,CAZ,4392,0,89,102,-13,75,22,41,53.7,8,30,26.7,21,34,61.8,30,71,42.3,10,17,27,15,10,13,4,26,25,88.2,89.0,100.9,115.6,-14.7,1.0,1.25,51.8,47.9,42.3,47.9,25.0,56.7,38.6,50.0,13.1,1.15,16.9
104489,2025,Jornada 4,CAZ,4392,AWAY,BUR,4402,1,102,89,13,110,22,39,56.4,10,26,38.5,28,33,84.8,32,65,49.2,13,30,43,20,7,21,2,27,26,88.2,87.5,115.6,100.9,14.7,1.17,1.57,64.1,56.9,40.0,50.8,43.3,75.0,61.4,62.5,20.9,0.95,22.9
104490,2025,Jornada 4,GIR,4399,HOME,GCA,4390,1,85,81,4,90,16,32,50.0,12,30,40.0,17,27,63.0,28,62,45.2,10,30,40,14,6,12,4,22,23,78.3,75.9,108.6,103.5,5.1,1.12,1.37,57.5,54.8,48.4,43.5,27.8,81.1,54.8,50.0,14.0,1.17,18.5
104490,2025,Jornada 4,GCA,4390,AWAY,GIR,4399,0,81,85,-4,81,18,38,47.4,9,29,31.0,18,22,81.8,27,67,40.3,7,26,33,16,6,11,5,23,22,78.3,80.7,103.5,108.6,-5.1,1.0,1.21,52.8,47.0,43.3,32.8,18.9,72.2,45.2,59.3,12.5,1.45,19.8
104491,2025,Jornada 4,UCM,4393,HOME,BKN,4398,1,89,84,5,96,26,44,59.1,8,24,33.3,13,20,65.0,34,68,50.0,9,29,38,14,5,13,4,19,21,80.9,80.8,110.0,103.8,6.2,1.1,1.31,57.9,55.9,35.3,29.4,25.7,74.4,51.4,41.2,14.5,1.08,17.3
104491,2025,Jornada 4,BKN,4398,AWAY,UCM,4393,0,84,89,-5,82,29,53,54.7,5,20,25.0,11,16,68.8,34,73,46.6,10,26,36,10,10,11,2,21,19,80.9,81.0,103.8,110.0,-6.2,1.04,1.15,52.5,50.0,27.4,21.9,25.6,74.3,48.6,29.4,12.1,0.91,12.3
104492,2025,Jornada 4,SBB,4389,HOME,MBA,4385,1,81,71,10,83,17,31,54.8,10,31,32.3,17,22,77.3,27,62,43.5,13,20,33,14,7,12,1,19,21,70.7,70.7,114.5,100.4,14.1,1.15,1.31,56.5,51.6,50.0,35.5,43.3,71.4,56.9,51.9,14.3,1.17,19.8
104492,2025,Jornada 4,MBA,4385,AWAY,SBB,4389,0,71,81,-10,72,17,33,51.5,7,24,29.2,16,20,80.0,24,57,42.1,8,17,25,17,9,13,3,21,19,70.7,70.8,100.4,114.5,-14.1,1.0,1.25,54.0,48.2,42.1,35.1,28.6,56.7,43.1,70.8,16.5,1.31,24.0
104493,2025,Jornada 4,VBC,4397,HOME,JOV,4394,1,102,90,12,132,21,26,80.8,12,32,37.5,24,27,88.9,33,58,56.9,7,25,32,22,7,12,6,20,23,77.4,74.9,131.8,116.3,15.5,1.36,1.76,73.0,67.2,55.2,46.6,30.4,78.1,58.2,66.7,14.7,1.83,29.4
104493,2025,Jornada 4,JOV,4394,AWAY,VBC,4397,0,90,102,-12,80,18,38,47.4,13,29,44.8,15,18,83.3,31,67,46.3,7,16,23,19,8,12,0,23,20,77.4,79.9,116.3,131.8,-15.5,1.13,1.34,60.1,56.0,43.3,26.9,21.9,69.6,41.8,61.3,13.8,1.58,23.8
